Yaw_change,time
0,0
0.014157337545085,1
0.027477528955471,2
0.040841521968008,3
0.054263150407697,4
0.067458413493243,5
0.080771730722725,6
0.094105455799049,7
0.107482545102351,8
0.120899230493231,9
0.134745229184619,10
0.147521442733352,11
0.161428718979331,12
0.175011795044167,13
0.188593369830497,14
0.202181865041687,15
0.215728459564043,16
0.228970291903249,17
0.240889073738752,18
0.252828985908348,19
0.264656085411078,20
0.279150430097831,21
0.291110513318659,22
0.304908737980181,23
0.318499506049917,24
0.332449191165245,25
0.346423652697168,26
0.360375738723904,27
0.374336026744569,28
0.388236886594418,29
0.401889862692973,30
0.414666742074091,31
0.42916196627854,32
0.449557260520628,33
0.464437075782745,34
0.477838272041116,35
0.49303474840426,36
0.507169356886306,37
0.522059081606967,38
0.535588730286882,39
0.554830402558285,40
0.570522967545047,41
0.584012405316689,42
0.598578453191959,43
0.613255550510285,44
0.627624821846185,45
0.642736717301623,46
0.657674890090312,47
0.672732257434803,48
0.688863405579917,49
0.70215564450362,50
0.716886920020413,51
0.73217616985221,52
0.745814932122112,53
0.75688133243915,54
0.770786706103273,55
0.785126515482071,56
0.801257635301084,57
0.816389805572011,58
0.830123655988734,59
0.845308045110963,60
0.860715465796997,61
0.875817090531253,62
0.891777758558909,63
0.905389909881207,64
0.920269388101388,65
0.934828562327348,66
0.94930663221756,67
0.963627042697636,68
0.979356533830902,69
0.994444966756943,70
1.00910966450654,71
1.02310371622895,72
1.03617833094918,73
1.05067841677417,74
1.06494991809765,75
1.077898747249,76
1.09120299823091,77
1.10420205698456,78
1.11833398290197,79
1.1320608825764,80
1.14461868501014,81
1.15890367267517,82
1.17214377875396,83
1.18575854089486,84
1.19942897511495,85
1.20676802806578,86
1.22004772477186,87
1.23343759969021,88
1.24815742170124,89
1.26184631751363,90
1.27618809593778,91
1.28913982225036,92
1.30468304598707,93
1.32422333629279,94
1.34098883800941,95
1.35641300987923,96
1.37033251418353,97
1.38483440366,98
1.39962444204645,99
1.41466324582914,100
1.42989259856822,101
1.44389212772728,102
1.45831548879754,103
1.4729333758453,104
1.48773936561353,105
1.50268805564219,106
1.51801371837925,107
1.5326933524492,108
1.54731763215962,109
1.56210797137035,110
1.5769591121086,111
1.59191218354824,112
1.60682612437565,113
1.62190187976238,114
1.6367011048625,115
1.65159699261972,116
1.66648994331018,117
1.6814635382983,118
1.69480220023112,119
1.71877538734269,120
1.73012984621757,121
1.74570473659149,122
1.76077276460051,123
1.77566744875147,124
1.7893665793159,125
1.80532275297667,126
1.8190739680431,127
1.83278875400324,128
1.84642622397825,129
1.8601839597985,130
1.87514536439262,131
1.89224507868263,132
1.90601270290328,133
1.92217321655423,134
1.9378067895128,135
1.95478552804148,136
1.96928003291331,137
1.98511624840444,138
2.00096076277419,139
2.0166846143153,140
2.0322172308242,141
2.04658653594208,142
2.06150136403803,143
2.08021783361775,144
2.09617598983023,145
2.112379320194,146
2.12812131354241,147
2.14237167934047,148
2.15739649937828,149
2.17223259998492,150
2.18697769548015,151
2.20151341754619,152
2.2191300264178,153
2.23361524641983,154
2.25189393997301,155
2.26881970913333,156
2.28566052151201,157
2.30280859720826,158
2.31889948889171,159
2.33631296872217,160
2.35180472268359,161
2.36687832914575,162
2.38389187246091,163
2.39867500829579,164
2.41332379455527,165
2.43091132464993,166
2.44728517309056,167
2.46434056833819,168
2.48185620892193,169
2.49846132348872,170
2.51363130193288,171
2.53171626593344,172
2.54862773249399,173
2.56499320937113,174
2.58040042801077,175
2.59723098867282,176
2.6127878408613,177
2.62798809426093,178
2.64545602338631,179
2.66144131755417,180
2.67770646008286,181
2.6929056866704,182
2.7074195260053,183
2.72315265100738,184
2.73646612771078,185
2.75189829838009,186
2.76485170017539,187
2.77945247931899,188
2.7953443827644,189
2.81120785484476,190
2.8265023506756,191
2.84265919411762,192
2.85759444804339,193
2.87340840856683,194
2.88983348710317,195
2.90671176259879,196
2.92262830985091,197
2.93780556652915,198
2.95355484801343,199
2.96968314861526,200
2.98610585188774,201
3.00295539727207,202
3.01811393144797,203
3.0338505406991,204
3.0498177067398,205
3.06595888074991,206
3.08241013221516,207
3.09835740922998,208
3.11412381460511,209
3.13004002643989,210
3.14602991055019,211
3.16217573135355,212
3.17620931010997,213
3.20213067729055,214
3.21756235706189,215
3.23369244927761,216
3.2496569144908,217
3.26403458938972,218
3.28214443731338,219
3.29962890171938,220
3.31605069168773,221
3.33234100917377,222
3.34844636522047,223
3.36492746725779,224
3.38137734910949,225
3.39776523962348,226
3.4140766541459,227
3.43017922514875,228
3.44684010066028,229
3.46343491302546,230
3.48003302182528,231
3.49650483540607,232
3.51278491569693,233
3.52967776080028,234
3.54650488320148,235
3.56342017892259,236
3.58012222332579,237
3.5967362037239,238
3.61379538839943,239
3.63099208337188,240
3.64798046306709,241
3.66492734492384,242
3.68303978787072,243
3.69930796092879,244
3.71695061735504,245
3.73426587055727,246
3.75164275642417,247
3.76792461114268,248
3.78499081647996,249
3.80353931241047,250
