displacement,time
0.0,0.0
0.00041231928448805987,1.0
0.001053569331948799,2.0
0.001756099363735432,3.0
0.0030269561227378753,4.0
0.0042448743049052825,5.0
0.0054931716634288455,6.0
0.006760612745614163,7.0
0.008111160182288323,8.0
0.00961334823623948,9.0
0.010981518100484436,10.0
0.012246232664461574,11.0
0.013536891175590147,12.0
0.014917322201005587,13.0
0.016400573873965037,14.0
0.017777629580091173,15.0
0.019043847037759184,16.0
0.02035271153994726,17.0
0.02172519594537097,18.0
0.02323902472410416,19.0
0.024482456992765998,20.0
0.025741214713869937,21.0
0.027045240457428715,22.0
0.028424828456078927,23.0
0.029925945924933132,24.0
0.031167795021410327,25.0
0.03242711944518627,26.0
0.03372358277208443,27.0
0.03509838771363578,28.0
0.0365889850608765,29.0
0.03797952988152082,30.0
0.03926555739519766,31.0
0.04054897189278378,32.0
0.04196732618543296,33.0
0.04346835477659748,34.0
0.04471623154977489,35.0
0.04599146408858839,36.0
0.04729851531488998,37.0
0.04869344905894832,38.0
0.05019445933078302,39.0
0.051433308978725244,40.0
0.05270133052462124,41.0
0.0540101237659952,42.0
0.05542033523190718,43.0
0.0569220157664014,44.0
0.05815566128994982,45.0
0.05942931598485508,46.0
0.06073674199839456,47.0
0.062154162729001525,48.0
0.06365509935866191,49.0
0.06489511860819008,50.0
0.06616565055776794,51.0
0.06747345759482443,52.0
0.06888527514960179,53.0
0.07039756264320288,54.0
0.07163878009494405,55.0
0.07291066043625635,56.0
0.07421996953546166,57.0
0.07563153083227683,58.0
0.07714875718777182,59.0
0.07839318425494338,60.0
0.07966529418159997,61.0
0.08099038965227708,62.0
0.08247573164987683,63.0
0.08383541157052424,64.0
0.08508491004481954,65.0
0.08635441938303613,66.0
0.08767229119760336,67.0
0.08916183476990248,68.0
0.0905067113108344,69.0
0.09176279151787352,70.0
0.09303189608961392,71.0
0.09436364954182697,72.0
0.09585385342375535,73.0
0.09719687394677402,74.0
0.09844793111548074,75.0
0.09972018224412693,76.0
0.10106048944777053,77.0
0.10254156303671354,78.0
0.10390598407422719,79.0
0.10513019546934933,80.0
0.1064056100612866,81.0
0.10774403301311498,82.0
0.10926478903386483,83.0
0.11058887477947876,84.0
0.11181526268741913,85.0
0.11309195874773355,86.0
0.11443155297579853,87.0
0.11592656146109485,88.0
0.11727648973339773,89.0
0.11851326075373964,90.0
0.11978009460920597,91.0
0.12112061113024428,92.0
0.12265048999614392,93.0
0.12395913092026808,94.0
0.12520533576747062,95.0
0.12647029191999393,96.0
0.127810293561048,97.0
0.12925427137734366,98.0
0.1305821392434528,99.0
0.13201502746476282,100.0
0.1332983466531348,101.0
0.1346520910633377,102.0
0.1361616876638632,103.0
0.1374846608612201,104.0
0.13874730816580821,105.0
0.14003921637428765,106.0
0.14139177573051073,107.0
0.1428653324055552,108.0
0.14422426835685684,109.0
0.14547654089640732,110.0
0.14674814827738283,111.0
0.14810088070100508,112.0
0.14957972711812362,113.0
0.15095031112886395,114.0
0.15220170805229163,115.0
0.15347586531986376,116.0
0.15482387537960077,117.0
0.15631104961394998,118.0
0.15768007704097545,119.0
0.15894473870762849,120.0
0.16021290428649412,121.0
0.1615627767429876,122.0
0.16305218419182563,123.0
0.1644243105727678,124.0
0.16568668828554178,125.0
0.16697688290738,126.0
0.16839054494028452,127.0
0.1697249670041762,128.0
0.17109237995463253,129.0
0.17237933548315076,130.0
0.17365549122766616,131.0
0.1750698267052206,132.0
0.176384676051173,133.0
0.17775173307102168,134.0
0.179040791963732,135.0
0.18033385433093252,136.0
0.18174958722855103,137.0
0.18305968751655427,138.0
0.18442768010426597,139.0
0.18571900083179468,140.0
0.1870101390294595,141.0
0.18842918088447902,142.0
0.18973946347364987,143.0
0.19110502201394186,144.0
0.19239412416820992,145.0
0.19369274379234408,146.0
0.19510674875306816,147.0
0.19642018654516266,148.0
0.19778270615349794,149.0
0.19907341341186843,150.0
0.20036808303580622,151.0
0.20178325260312147,152.0
0.20309994868225062,153.0
0.20446721918491367,154.0
0.20574890030114282,155.0
0.20704470752878765,156.0
0.20845622000072392,157.0
0.2097888973966244,158.0
0.21113935178430918,159.0
0.212430236578419,160.0
0.21372763343494566,161.0
0.21513703257084313,162.0
0.21646815768287683,163.0
0.2178281749551255,164.0
0.21910589557094023,165.0
0.22040445131131134,166.0
0.22181713131627054,167.0
0.22314597242980322,168.0
0.2245172911139906,169.0
0.22579171020543837,170.0
0.22708649171802794,171.0
0.22850039516547416,172.0
0.22982644677124905,173.0
0.23120797688814756,174.0
0.23247172821779197,175.0
0.23376967717441835,176.0
0.23518532208305543,177.0
0.23651324418541342,178.0
0.23789738645380806,179.0
0.23915515214845928,180.0
0.24045341569411866,181.0
0.2418681140554355,182.0
0.24319697313875313,183.0
0.24458051681399778,184.0
0.24582810570630315,185.0
0.24713107034095294,186.0
0.24854251543454312,187.0
0.24986496546977024,188.0
0.2512501934968105,189.0
0.2524954777687526,190.0
0.253811076207868,191.0
0.2552147539334538,192.0
0.2565732674356225,193.0
0.25791622724428614,194.0
0.25916603498996205,195.0
0.26048629468265155,196.0
0.26188613085555185,197.0
0.26322949517473615,198.0
0.2645899521223332,199.0
0.2658383531419601,200.0
0.2671497004427875,201.0
0.268557480820814,202.0
0.2698657303286463,203.0
0.27121268519805997,204.0
0.27263918529272,205.0
0.273966549934584,206.0
0.2753721393437848,207.0
0.27674552700392796,208.0
0.27807094341442473,209.0
0.279335952664559,210.0
0.2806453287635895,211.0
0.2820679231897361,212.0
0.28338257089634217,213.0
0.28477258640738995,214.0
0.28602043514889947,215.0
0.28732881652500625,216.0
0.2887468894477883,217.0
0.290071201991891,218.0
0.2914653643521777,219.0
0.2927235887020191,220.0
0.2940993378944529,221.0
0.29537125597721087,222.0
0.29671158268721387,223.0
0.29807641972285065,224.0
0.2993328685682081,225.0
0.30062716619375107,226.0
0.30204788640274294,227.0
0.3033587022890313,228.0
0.3047061704156544,229.0
0.30614916175147083,230.0
0.3075289659344612,231.0
0.3087944937810191,232.0
0.31011101024285287,233.0
0.3114936657401161,234.0
0.3127896817638635,235.0
0.3141677506687539,236.0
0.315424446076047,237.0
0.31669392399466273,238.0
0.3180835403420044,239.0
0.31949554827970916,240.0
0.32088898199585897,241.0
0.32217725403619274,242.0
0.32344171384991377,243.0
0.3247784705689736,244.0
0.3262366774688368,245.0
0.3276264428161825,246.0
0.3289110445390155,247.0
0.3302296150120746,248.0
0.33155874049519884,249.0
0.33286053746370153,250.0
0.33423187562482987,251.0
0.33549046040430475,252.0
0.3368199270247267,253.0
0.3381970732022922,254.0
0.3394830771921991,255.0
0.3408623342722519,256.0
0.34211804267192064,257.0
0.3434089895690708,258.0
0.34479553675351926,259.0
0.3462037646061247,260.0
0.34759918505716964,261.0
0.3488636532425936,262.0
0.3501631579141898,263.0
0.3515094634798557,264.0
0.35294859954798447,265.0
0.3543437101056094,266.0
0.35559817524781506,267.0
0.3569304580290811,268.0
0.35828783794592445,269.0
0.35958266046161463,270.0
0.3609512185761002,271.0
0.3622066569428754,272.0
0.36351294512437377,273.0
0.36489241802775374,274.0
0.3663085778676231,275.0
0.3676947811106841,276.0
0.36896118003579625,277.0
0.3702848695166702,278.0
0.37165770434101153,279.0
0.37295051527018735,280.0
0.37435735982577817,281.0
0.3755930927515405,282.0
0.3768693282945196,283.0
0.37827285864080323,284.0
0.37968990272441694,285.0
0.38107903124906933,286.0
0.3823369639878842,287.0
0.38368172092783526,288.0
0.38505537061189005,289.0
0.38635914651069875,290.0
0.38774684733276005,291.0
0.38900486370351933,292.0
0.3902793207954968,293.0
0.39167732938425304,294.0
0.39312039850256975,295.0
0.394496657541305,296.0
0.3957565689227908,297.0
0.3971046982744493,298.0
0.398478745150628,299.0
0.39977154430919654,300.0
0.40115187116377465,301.0
0.4024500360790203,302.0
0.4037841045724305,303.0
0.4051553707374421,304.0
0.4064054073532569,305.0
0.40778245582495226,306.0
0.409057801471857,307.0
0.4104043503344486,308.0
0.4117865276973374,309.0
0.4130431799127229,310.0
0.41441916702740644,311.0
0.41569321937705594,312.0
0.41700309386175455,313.0
0.4183784128042112,314.0
0.41980641115497275,315.0
0.4211871678959249,316.0
0.4224629036438909,317.0
0.4238147848567621,318.0
0.4251929167201702,319.0
0.4264571691171339,320.0
0.42783807566561655,321.0
0.4291104630435803,322.0
0.4304123488892544,323.0
0.4317929536006027,324.0
0.4332195999377064,325.0
0.4346018014245808,326.0
0.4358792703864183,327.0
0.4372304581272245,328.0
0.4386093520535265,329.0
0.43995060957478654,330.0
0.4411894483302603,331.0
0.4424644553156027,332.0
0.4437636467842852,333.0
0.44515560626720996,334.0
0.44657323202950316,335.0
0.44796662887305605,336.0
0.44922730090061896,337.0
0.4505856377480828,338.0
0.4519610733350173,339.0
0.45330187387249987,340.0
0.45453981662418824,341.0
0.4558139677173254,342.0
0.4571176593446963,343.0
0.4585257499755755,344.0
0.4600176448337217,345.0
0.4612325577066624,346.0
0.4624871418306629,347.0
0.463778172696841,348.0
0.4651032604701941,349.0
0.4665655603435553,350.0
0.4679604499685205,351.0
0.4692189783856647,352.0
0.4705667311698306,353.0
0.4719481198075168,354.0
0.47328693408934114,355.0
0.47452302018722303,356.0
0.4757901303824032,357.0
0.47709853566829385,358.0
0.47851884004381695,359.0
0.47999123387012016,360.0
0.4812004604627057,361.0
0.48245347272253725,362.0
0.4837429947392113,363.0
0.48513864844887017,364.0
0.48661139399026043,365.0
0.48782834988517115,366.0
0.4890796075895418,367.0
0.49036367455820745,368.0
0.491685460303487,369.0
0.49314660460340876,370.0
0.4945362645800168,371.0
0.49579143143501025,372.0
0.49709519635466015,373.0
0.4984795543499995,374.0
0.4999906733091734,375.0
0.5012240588381079,376.0
0.5024785505295931,377.0
0.5037614725192487,378.0
0.5051919293595415,379.0
0.5066277067993417,380.0
0.5078235396224058,381.0
0.5090725775096602,382.0
0.5103562925163632,383.0
0.5116843478115873,384.0
0.513144314524427,385.0
0.5145312140374303,386.0
0.5157850984755871,387.0
0.5170890797914063,388.0
0.5184754294486522,389.0
0.5199780070673056,390.0
0.5212031083044597,391.0
0.5224535693347352,392.0
0.5237468559503556,393.0
0.5250694697912994,394.0
0.5265831721115162,395.0
0.5277954577420967,396.0
0.5290423246818398,397.0
0.5303235043253852,398.0
0.5316470119530543,399.0
0.533108004242191,400.0
0.5345017816527379,401.0
0.5357525725818225,402.0
0.537043744941566,403.0
0.538392866120508,404.0
0.5398425876329952,405.0
0.5412241802962889,406.0
0.5424847163328425,407.0
0.5438153057659058,408.0
0.5451901755976251,409.0
0.546547205556556,410.0
0.5477670912143058,411.0
0.5490162815176431,412.0
0.5503074061036968,413.0
0.5516956879791635,414.0
0.5530880995011067,415.0
0.5544772177726929,416.0
0.5557291795242391,417.0
0.5570148471175037,418.0
0.5584052547453904,419.0
0.5599119353264125,420.0
0.5611408828741213,421.0
0.5623927259287611,422.0
0.5636514747803775,423.0
0.564966308255285,424.0
0.5664252584189917,425.0
0.567806467652538,426.0
0.5690541008956214,427.0
0.5703539264657889,428.0
0.5717096444746922,429.0
0.5731571412646054,430.0
0.5745325358609559,431.0
0.5757819499486879,432.0
0.5770699570469401,433.0
0.5784555155583406,434.0
0.5799597344785186,435.0
0.5811883611086759,436.0
0.5824306653275698,437.0
0.5837076050071133,438.0
0.5850328439022539,439.0
0.5864790276606945,440.0
0.5878593492554741,441.0
0.589116479420081,442.0
0.5904112343458913,443.0
0.5917846294275299,444.0
0.593279488724705,445.0
0.5945018061387434,446.0
0.5957511886334844,447.0
0.597029554847237,448.0
0.5983357052677519,449.0
0.5997911790092147,450.0
0.6011810839122202,451.0
0.6024289370771082,452.0
0.6037184967947015,453.0
0.6050643570409261,454.0
0.6065091680597668,455.0
0.6078850763349425,456.0
0.6091410468928233,457.0
0.6104220562807301,458.0
0.6118013063071821,459.0
0.6133016421706653,460.0
0.6145229023531903,461.0
0.6157675161647187,462.0
0.617042255060359,463.0
0.6183657978302086,464.0
0.6198096794111697,465.0
0.6211962957397912,466.0
0.6224451782657483,467.0
0.6237336586796306,468.0
0.6250770457523586,469.0
0.6265207486267526,470.0
0.6278952036440802,471.0
0.6291500526650675,472.0
0.6304750536298204,473.0
0.6318494614538596,474.0
0.6331964277768036,475.0
0.6344106802951802,476.0
0.6356542071844046,477.0
0.6369342601979616,478.0
0.6383278630013229,479.0
0.6397271886354832,480.0
0.6410920177730777,481.0
0.6423356734357051,482.0
0.6436122844177022,483.0
0.644966918689475,484.0
0.646398549736801,485.0
0.6477816900018873,486.0
0.6490280143775682,487.0
0.650307934839424,488.0
0.6516636198487671,489.0
0.6530959688539566,490.0
0.654481078047297,491.0
0.6557281499907456,492.0
0.6570090119480227,493.0
0.6583984593871306,494.0
0.6598943824638756,495.0
0.6611180073360778,496.0
0.6623504791310381,497.0
0.6636205112327045,498.0
0.6649287355185172,499.0
0.666386547701231,500.0
0.6677504366798207,501.0
0.6689996129550898,502.0
0.6702870808960234,503.0
0.6716244578227213,504.0
0.6730646469710416,505.0
0.674432369030225,506.0
0.6756814005402138,507.0
0.6769556062861429,508.0
0.6783050306449744,509.0
0.679740938822561,510.0
0.6811112294976456,511.0
0.6823532074114922,512.0
0.683632649801442,513.0
0.6850051785277301,514.0
0.6864985399145139,515.0
0.687718314264967,516.0
0.6889513814805791,517.0
0.6902186539960852,518.0
0.691524761856059,519.0
0.6929748800329598,520.0
0.6943423755759244,521.0
0.6955817254137073,522.0
0.6968595637455888,523.0
0.6981883982664963,524.0
0.6996261051262244,525.0
0.700989820144912,526.0
0.7022281849330624,527.0
0.7035030725534599,528.0
0.704851152645447,529.0
0.7062684634037111,530.0
0.7076425224769443,531.0
0.7088822787976202,532.0
0.710154750072628,533.0
0.7115016933688221,534.0
0.7129242758845464,535.0
0.7142987818100743,536.0
0.7155378599768601,537.0
0.7168098732295867,538.0
0.7181587678259616,539.0
0.7195780242190368,540.0
0.720953031073163,541.0
0.7221912143953028,542.0
0.7234623900225137,543.0
0.7248115486694985,544.0
0.7262290913077958,545.0
0.7276040208848666,546.0
0.7288413085531138,547.0
0.7301118048045685,548.0
0.7314606782074318,549.0
0.7328765585951356,550.0
0.734250838438763,551.0
0.7354868032186952,552.0
0.7367564724933071,553.0
0.7381041993809294,554.0
0.7395191077112588,555.0
0.7408923422510915,556.0
0.7421269616960077,557.0
0.7433955634234609,558.0
0.7447412122704339,559.0
0.7461560596766461,560.0
0.7475267646595645,561.0
0.7487604853573462,562.0
0.7500279870446842,563.0
0.7513727539514046,564.0
0.7527856669506363,565.0
0.7541544482321498,566.0
0.7553867514009237,567.0
0.75665615367883,568.0
0.758000038943734,569.0
0.7594023339615986,570.0
0.7607686405434292,571.0
0.7619991474239883,572.0
0.763266101237776,573.0
0.7646090131154828,574.0
0.7660081521780181,575.0
0.7673710763335139,576.0
0.7685992704229809,577.0
0.7698634564578142,578.0
0.7712049613467512,579.0
0.7725997728199704,580.0
0.7739594797615534,581.0
0.7751850458572299,582.0
0.7764461064081248,583.0
0.7777889190086845,584.0
0.7791894931873553,585.0
0.7805362563783791,586.0
0.7817566535207189,587.0
0.7830145743785936,588.0
0.7843507596626748,589.0
0.7857388827724063,590.0
0.7870854563536921,591.0
0.7883060688109764,592.0
0.7895606771001202,593.0
0.7908963879924439,594.0
0.7922727040140825,595.0
0.7936151344262625,596.0
0.7948313658769623,597.0
0.7960863081868098,598.0
0.7974097302317761,599.0
0.7987707322046629,600.0
