yaw_change,time
0,0
0.007785428424347351,1.0
0.015283953375854375,2.0
0.022523289073496724,3.0
0.029718019421882274,4.0
0.03662804917139309,5.0
0.04518112907124277,6.0
0.05112856915901451,7.0
0.058273372558310194,8.0
0.06605832088394255,9.0
0.0743643739050792,10.0
0.0827725574121802,11.0
0.09102904648394337,12.0
0.09933021607712479,13.0
0.10770774003182083,14.0
0.11653972373684832,15.0
0.1252335921801041,16.0
0.13218434349752667,17.0
0.14041538926562713,18.0
0.14899360774648945,19.0
0.15802672923196143,20.0
0.1673521862816688,21.0
0.1768248357458707,22.0
0.18622723440757327,23.0
0.19590029111678983,24.0
0.20582212269696915,25.0
0.21422519382492064,26.0
0.22194121927434513,27.0
0.23033336052142886,28.0
0.23896839680503265,29.0
0.24783418187132095,30.0
0.2567571116122464,31.0
0.26706934878720606,32.0
0.27715568782956984,33.0
0.2874069175583518,34.0
0.29724286266992933,35.0
0.3062237751025639,36.0
0.31595320336420984,37.0
0.3258575856289302,38.0
0.33594632449918194,39.0
0.34617914621199974,40.0
0.3563025721105366,41.0
0.36640311530988856,42.0
0.37672144587451406,43.0
0.3863098852838203,44.0
0.3963220553898664,45.0
0.4054825153336852,46.0
0.415161903979068,47.0
0.4265412882673942,48.0
0.43623466221358603,49.0
0.4459777329440817,50.0
0.455764072804239,51.0
0.4648160906140911,52.0
0.47462105839569474,53.0
0.48484350105300694,54.0
0.4951799242685438,55.0
0.5045079361440873,56.0
0.5161115258902502,57.0
0.5272887006809173,58.0
0.5376710408428439,59.0
0.5489884997672869,60.0
0.5600018368187352,61.0
0.5710993567906258,62.0
0.5819845900274414,63.0
0.5936250589585621,64.0
0.6050060937605837,65.0
0.6165078183930808,66.0
0.6277113108931546,67.0
0.6391717636450454,68.0
0.650607754517049,69.0
0.661650511138024,70.0
0.6738030344331104,71.0
0.685546915221393,72.0
0.6973962848057031,73.0
0.709347666888516,74.0
0.720875180532495,75.0
0.7327009181509744,76.0
0.7447713925438829,77.0
0.7567992694337146,78.0
0.7689286354557534,79.0
0.7811495543228634,80.0
0.7934517396776352,81.0
0.8058230837207561,82.0
0.8167063965837358,83.0
0.8302778028107399,84.0
0.8427386337971485,85.0
0.8552722648236873,86.0
0.8678743369190143,87.0
0.8805304496209261,88.0
0.892639977428451,89.0
0.9049108525792385,90.0
0.9172695663743627,91.0
0.9292509921223848,92.0
0.9413720849692104,93.0
0.952504894226145,94.0
0.9669527145704402,95.0
0.9811104651153342,96.0
0.9939892314775981,97.0
1.0071784959781298,98.0
1.0204113730034474,99.0
1.033668546628516,100.0
1.046843141002884,101.0
1.0607265666232766,102.0
1.0736261214496643,103.0
1.087518091370557,104.0
1.1011347386787966,105.0
1.114714732720047,106.0
1.127850839117439,107.0
1.14244424998553,108.0
1.156463020172768,109.0
1.169480802090427,110.0
1.1827223379652063,111.0
1.1948734358115174,112.0
1.209090918085704,113.0
1.222382050714008,114.0
1.2351963509938082,115.0
1.2484944066727206,116.0
1.2615339073139682,117.0
1.2747340359506059,118.0
1.2877334896749812,119.0
1.3010967553827861,120.0
1.3139909506053873,121.0
1.3264842514575037,122.0
1.3401471501625881,123.0
1.3538627550370785,124.0
1.3681034860031882,125.0
1.3810890470757418,126.0
1.3938382888935053,127.0
1.4090186562557463,128.0
1.4222250947868078,129.0
1.4354401556696281,130.0
1.4516427403004406,131.0
1.4656295411467906,132.0
1.4797965630100678,133.0
1.4889528829842689,134.0
1.5028730697024342,135.0
1.5179743755457573,136.0
1.5322300906792936,137.0
1.546060876251831,138.0
1.5584020194972195,139.0
1.5671077489049698,140.0
1.5852217006077294,141.0
1.6016994887759122,142.0
1.616980009177522,143.0
1.6301779721032053,144.0
1.6433046292144573,145.0
1.6574049410191196,146.0
1.6725985256783693,147.0
1.6872025744665111,148.0
1.7014921171787796,149.0
1.715116685349676,150.0
1.7297522132263927,151.0
1.7436202738034718,152.0
1.7588387885945873,153.0
1.774581798274552,154.0
1.7899158657028742,155.0
1.8061673223046573,156.0
1.8224710676134044,157.0
1.8352185165933417,158.0
1.850485313354301,159.0
1.867012470118269,160.0
1.8813663259162257,161.0
1.8970773506506535,162.0
1.9122196397620443,163.0
1.928194645565156,164.0
